"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","Q1","att_1","att_2","comp_1","comp_2","auto_1","auto_1_ad","ad_1","resp_software1_10","resp_human1_10","liable_firm1_1","liable_human1_1","liab_text1","comp_3","co_1","co_1_ad","ad_2","resp_software2_10","resp_human2_10","liab_firm2_1","liab_human2_1","liab_text2","comp_4","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","ai_knowledge_1","PROLIFIC_PID"
"2023-10-23 12:06:49","2023-10-23 12:10:03","0","Anonymized","100","193","1","2023-10-23 12:10:04","R_24N2Njfvu2Cx3LR","","","","","Anonymized","Anonymized","anonymous","EN","1","55b00063fdf99b5c0061941f","2","2","2","4","","","","","","","","","","2","","","0","100","0","100","The human driver should always be paying attention to the road. Therefore, the human driver is liable.","1","1","","4","","33","3","","1","15","55b00063fdf99b5c0061941f"
"2023-10-23 12:06:27","2023-10-23 12:10:11","0","Anonymized","100","223","1","2023-10-23 12:10:12","R_2c10TqxRgoi5V1h","","","","","Anonymized","Anonymized","anonymous","EN","1","56228c48ed6e5a0005c7fdd6","2","2","2","4","","5","1","76","100","77","90","The human is always responsible but any system that cannot recognize a stop sign is criminally bad.","2","","","","","","","","","","1","","3","","38","4","","1","68","56228c48ed6e5a0005c7fdd6"
"2023-10-23 12:06:26","2023-10-23 12:10:14","0","Anonymized","100","227","1","2023-10-23 12:10:14","R_1f9meaA7uGDyW4u","","","","","Anonymized","Anonymized","anonymous","EN","1","5ee2d96eac3291203650f16e","2","1","3","4","","","","","","","","","","","4","1","51","80","70","80","The driver should still not be getting distracted regardless however Aeon has given him a false sense of security and it's system failed.","1","1","","3","","27","1","","2","29","5ee2d96eac3291203650f16e"
"2023-10-23 12:06:19","2023-10-23 12:10:19","0","Anonymized","100","240","1","2023-10-23 12:10:20","R_3KHCeN1X6rGGb0j","","","","","Anonymized","Anonymized","anonymous","EN","1","63d17f45aa9ba4a22c0e5b83","2","2","2","4","","2","1","29","90","10","90","Ultimately I think it is the human's responsibility to insure that he or the automatic system are functioning properly so the human is more liable ","2","","","","","","","","","","2","","3","","65","4","","1","20","63d17f45aa9ba4a22c0e5b83"
"2023-10-23 12:06:34","2023-10-23 12:10:19","0","Anonymized","100","225","1","2023-10-23 12:10:20","R_3p9k8nScUX2cT18","","","","","Anonymized","Anonymized","anonymous","EN","1","5ba41c422d28760001a382e0","2","2","2","4","","","","","","","","","","5","","","50","50","50","50","I feel that both the human and the company are equally liable. I imagine the human signed some sort of form stating that they would be liable when they purchased the vehicle, but if the company is advertising the feature, then it should work reliably since driving is a high-stakes activity.","1","2","","3","","29","5","","1","40","5ba41c422d28760001a382e0"
"2023-10-23 12:08:00","2023-10-23 12:10:25","0","Anonymized","100","145","1","2023-10-23 12:10:26","R_1gkhGI2hDyM4ibj","","","","","Anonymized","Anonymized","anonymous","EN","1","63e52066b0f31aee3860d8c2","2","2","2","4","","","","","","","","","","","2","1","30","100","30","100","It is still the responsibility of the person in the car to drive safely, regardless of the technology in the car.","1","2","","3","","25","3","","1","80","63e52066b0f31aee3860d8c2"
"2023-10-23 12:06:45","2023-10-23 12:10:27","0","Anonymized","100","222","1","2023-10-23 12:10:27","R_zdH8W0Z2TLfEwed","","","","","Anonymized","Anonymized","anonymous","EN","1","5e2b4e61a7f804000a55eee7","2","2","2","4","","","","","","","","","","","4","1","50","81","51","100","The human driver should be liable because he is a safeguard on the auto-driving system.","1","1","","3","","38","7","","1","51","5e2b4e61a7f804000a55eee7"
"2023-10-23 12:07:23","2023-10-23 12:10:38","0","Anonymized","100","194","1","2023-10-23 12:10:38","R_3rHAKH6CkWjjtsf","","","","","Anonymized","Anonymized","anonymous","EN","1","614e51ba8bd7590a59e92f9c","2","2","2","4","","","","","","","","","","","5","1","30","72","11","83","The machine is just a tool to make tasks easier for humans. It is still on the human to use the tools correctly and be aware of all surroundings.","1","1","","3","","39","5","","1","43","614e51ba8bd7590a59e92f9c"
"2023-10-23 12:06:08","2023-10-23 12:10:41","0","Anonymized","100","272","1","2023-10-23 12:10:42","R_1jD7MlUwL1YDsgy","","","","","Anonymized","Anonymized","anonymous","EN","1","63c6c86379d754f53136d84c","2","2","2","4","3","","","100","100","100","100","Both are responsible and liable for the accident.  Neither the human nor the company's autopilot noticed the stop sign and neither were in control of the car.  ","2","","","","","","","","","","2","","3","","68","4","","1","66","63c6c86379d754f53136d84c"
"2023-10-23 12:06:41","2023-10-23 12:10:47","0","Anonymized","100","245","1","2023-10-23 12:10:47","R_24MmsE7PNSfCQOM","","","","","Anonymized","Anonymized","anonymous","EN","1","5dd321de568ca5331021fb2b","2","2","2","4","","","","","","","","","","4","","","0","100","0","100","It is always the responsibility of the driver to pay attention to the road.","1","1","","3","","51","4","","1","51","5dd321de568ca5331021fb2b"
"2023-10-23 12:06:56","2023-10-23 12:10:50","0","Anonymized","100","233","1","2023-10-23 12:10:51","R_enFEdeOB133MpFv","","","","","Anonymized","Anonymized","anonymous","EN","1","60fd05fdd8f4081c41972a1b","2","2","2","4","","","","","","","","","","4","","","65","80","65","60","The human is more viable because it is not guaranteed that the driving system will work 100%, so the human should be aware of their surroundings as well.","1","2","","3","","20","1","","1","20","60fd05fdd8f4081c41972a1b"
"2023-10-23 12:08:05","2023-10-23 12:10:52","0","Anonymized","100","166","1","2023-10-23 12:10:52","R_2s6Vfi2FYMjGWuU","","","","","Anonymized","Anonymized","anonymous","EN","1","6109538891589557506501b2","2","2","2","4","","5","1","79","60","80","60","if the human driver bought the car in order to have the autopilot on and sure the car should be aware of any signs, than it should be the companies responsibility to take liability. ","2","","","","","","","","","","2","","3","","31","4","","1","19","6109538891589557506501b2"
"2023-10-23 12:08:28","2023-10-23 12:10:52","0","Anonymized","100","144","1","2023-10-23 12:10:53","R_24nEcjSVVM3CHkB","","","","","Anonymized","Anonymized","anonymous","EN","1","651b2c879a2062ee0a74e797","2","1","2","4","","","","","","","","","","","5","1","78","74","70","21","human error","1","1","","3","","41","3","","1","76","651b2c879a2062ee0a74e797"
"2023-10-23 12:08:08","2023-10-23 12:10:55","0","Anonymized","100","166","1","2023-10-23 12:10:55","R_Xw9KcQ3UmVUWdtT","","","","","Anonymized","Anonymized","anonymous","EN","1","5ba854ed7c0ebe0001272f2d","2","2","2","4","","","","","","","","","","3","","","12","63","65","86","I think both are liable for damages, but the human is more responsible (it depends on how much the copilate actually is supposed to do).","1","1","","3","","33","4","","1","50","5ba854ed7c0ebe0001272f2d"
"2023-10-23 12:08:56","2023-10-23 12:11:02","0","Anonymized","100","126","1","2023-10-23 12:11:03","R_21umcKqi91JVNax","","","","","Anonymized","Anonymized","anonymous","EN","1","63d94906463da95ed3d8e627","2","2","2","4","5","","","10","90","10","100","With current autopilot vehicles the driver is expected to pay attention.","2","","","","","","","","","","1","","3","","24","3","","1","55","63d94906463da95ed3d8e627"
"2023-10-23 12:05:46","2023-10-23 12:11:03","0","Anonymized","100","316","1","2023-10-23 12:11:04","R_2CHDZafwirNlSgg","","","","","Anonymized","Anonymized","anonymous","EN","1","62867b51e71606f873d41b05","2","2","2","4","","","","","","","","","","","4","1","70","100","100","70","I don't think it matters who is ""more"" liable. They're both equally at fault in my eyes.","1","1","","3","","36","1","","1","25","62867b51e71606f873d41b05"
"2023-10-23 12:06:17","2023-10-23 12:11:10","0","Anonymized","100","293","1","2023-10-23 12:11:10","R_5u17sl7Yx2ws8tX","","","","","Anonymized","Anonymized","anonymous","EN","1","5cd1ec4f3dd83200175362f3","2","2","2","4","","","","","","","","","","","4","1","89","99","68","100","They shouldn't have been looking at their phone. ""Copilot"" or not, their eyes should have been on the road.","1","2","","3","","32","3","","1","51","5cd1ec4f3dd83200175362f3"
"2023-10-23 12:05:01","2023-10-23 12:11:11","0","Anonymized","100","369","1","2023-10-23 12:11:12","R_1IgZy5WVtuMOuFM","","","","","Anonymized","Anonymized","anonymous","EN","1","5f3c2648a9ef86a4c10de377","2","2","2","4","4","","","75","25","75","25","Aeon the company is more liable since the human driver anticipated the product they purchased working correctly. If Aeon's Autopilot had functioned as advertised, the accident would not have happened.","2","","","","","","","","","","1","","3","","34","4","","1","6","5f3c2648a9ef86a4c10de377"
"2023-10-23 12:08:04","2023-10-23 12:11:24","0","Anonymized","100","199","1","2023-10-23 12:11:24","R_3CVij7mG1nv6SIr","","","","","Anonymized","Anonymized","anonymous","EN","1","62c5d7ddfee807f8fdc81972","2","2","2","4","4","","","79","36","72","44","Aeon's autopilot is liable.","2","","","","","","","","","","1","","2","","25","4","","1","66","62c5d7ddfee807f8fdc81972"
"2023-10-23 12:07:45","2023-10-23 12:11:30","0","Anonymized","100","224","1","2023-10-23 12:11:30","R_10uQrDyU60AFoSX","","","","","Anonymized","Anonymized","anonymous","EN","1","60c2fa3c3cdfb91887edd7ce","2","2","2","4","","4","1","100","100","100","100","They are both at fault. The dude was texting while driving and entrusted the car to take care of things for him instead of being alert for any road signs or danger. The autopilot also failed.","2","","","","","","","","","","1","","3","","35","1","","2","51","60c2fa3c3cdfb91887edd7ce"
"2023-10-23 12:06:19","2023-10-23 12:11:31","0","Anonymized","100","311","1","2023-10-23 12:11:31","R_vAIXzcJYf15LNlL","","","","","Anonymized","Anonymized","anonymous","EN","1","6342e1dec81e1cd2dbf925c7","2","2","2","4","6","","","100","51","100","51","The car was on Autopilot,  so the car automated system should have stopped.","2","","","","","","","","","","2","","3","","60","4","","1","30","6342e1dec81e1cd2dbf925c7"
"2023-10-23 12:07:46","2023-10-23 12:11:36","0","Anonymized","100","230","1","2023-10-23 12:11:37","R_1jTkABYyUboBzdh","","","","","Anonymized","Anonymized","anonymous","EN","1","5ee6706034f12e3d82d952aa","2","2","2","4","","6","1","75","85","75","65","I think Aeon, the company, is at least partially responsible due to the kind of advertising campaign they ran. The human driver is liable too, but I think the company is more liable and should not be allowed to run such a campaign.","2","","","","","","","","","","1","","2","","27","4","","1","55","5ee6706034f12e3d82d952aa"
"2023-10-23 12:07:15","2023-10-23 12:11:40","0","Anonymized","100","265","1","2023-10-23 12:11:41","R_1gdrDZE9j15BKSY","","","","","Anonymized","Anonymized","anonymous","EN","1","599b410ab5566b0001aa86db","2","2","2","4","6","","","40","80","60","80","The human driver is more liable because he should have known better than to look down at a text while driving. Aeon should have kicked in, but it was the human's responsibility to be safe first.","2","","","","","","","","","","2","","3","","29","4","","1","10","599b410ab5566b0001aa86db"
"2023-10-23 12:08:29","2023-10-23 12:11:41","0","Anonymized","100","191","1","2023-10-23 12:11:41","R_2dSllJnwZZab26S","","","","","Anonymized","Anonymized","anonymous","EN","1","65294f4cab6414fadfcc2369","2","1","2","4","","6","1","62","62","60","63","I think they're both at fault. The human and the technology both failed ","2","","","","","","","","","","2","","3","","44","4","","2","51","65294f4cab6414fadfcc2369"
"2023-10-23 12:07:03","2023-10-23 12:11:41","0","Anonymized","100","278","1","2023-10-23 12:11:42","R_1C2WibKjeE6vkLt","","","","","Anonymized","Anonymized","anonymous","EN","1","5f2c4bf4e4f3080e6a469fcc","2","2","2","4","","","","","","","","","","2","","","10","80","10","90","The human driver bears the vast majority of the liability for the accident. The Copilot program is there to aid the human driver, not assume full control of the car. The human driver was at fault for looking away from the road.","1","2","","3","","39","3","","1","30","5f2c4bf4e4f3080e6a469fcc"
"2023-10-23 12:06:58","2023-10-23 12:11:43","0","Anonymized","100","284","1","2023-10-23 12:11:43","R_24enltNa20oZWbX","","","","","Anonymized","Anonymized","anonymous","EN","1","64dd3e11a1123030a614608a","2","2","2","4","","4","1","95","95","100","100","I think they are equally liable. The company advertised the system as autonomous. The driver should also know that you have to pay attention even when using autopilot technology because it is not infallible.","2","","","","","","","","","","2","","3","","57","5","","1","60","64dd3e11a1123030a614608a"
"2023-10-23 12:06:51","2023-10-23 12:11:53","0","Anonymized","100","302","1","2023-10-23 12:11:54","R_1dFBxP6rF6sVBwl","","","","","Anonymized","Anonymized","anonymous","EN","1","600b867e297f072364af7a99","2","2","2","4","","","","","","","","","","3","","","20","100","20","100","It's the driver's responsibility to maintain awareness of the environment. They should have been paying attention so they could retake control of the vehicle in case the AI failed for one reason or another. ","1","1","","3","","37","2","","1","24","600b867e297f072364af7a99"
"2023-10-23 12:08:08","2023-10-23 12:11:57","0","Anonymized","100","228","1","2023-10-23 12:11:58","R_DSvhSJIJnyQ1Qel","","","","","Anonymized","Anonymized","anonymous","EN","1","60f636c9615b7889af85f355","2","2","2","4","","4","1","80","60","81","61","The company in my opinion have more control over the vehicle and the human did, because it was an auto pilot in the human should’ve been allowed to look down at his phone","2","","","","","","","","","","2","","3","","44","2","","1","57","60f636c9615b7889af85f355"
"2023-10-23 12:07:46","2023-10-23 12:12:00","0","Anonymized","100","253","1","2023-10-23 12:12:01","R_29nwT9h1WmgbDQ2","","","","","Anonymized","Anonymized","anonymous","EN","1","5c48189592909000016862e7","2","1","2","4","","","","","","","","","","","4","1","30","85","30","85","The human is ultimately liable because the human should still be paying attention in case something out of the cars control occurs.","1","2","","3","","37","3","","2","35","5c48189592909000016862e7"
"2023-10-23 12:07:03","2023-10-23 12:12:00","0","Anonymized","100","297","1","2023-10-23 12:12:01","R_PAjsJKW7xOeK1Hz","","","","","Anonymized","Anonymized","anonymous","EN","1","62db005bae68d37fe24b50da","2","2","2","4","","","","","","","","","","4","","","60","90","60","90","I think if you have an auto driving car you have to accept that the people in the vehicle wouldn't be 100% attentive because the auto driving car is supposed to stop accidents. So the company is still liable, but the human takes more of the liable on because they still have to drive the car. ","1","4","nonbinary","3","","34","4","","1","40","62db005bae68d37fe24b50da"
"2023-10-23 12:06:25","2023-10-23 12:12:03","0","Anonymized","100","337","1","2023-10-23 12:12:04","R_DqTHtJ6MVk1CNtn","","","","","Anonymized","Anonymized","anonymous","EN","1","631664e2a5d07c0ad889cf91","2","2","2","4","","5","1","30","80","20","80","The human clearly needs to still remain attentive while using Aeon's autopilot, looking down at a phone means the driver was not looking at what the autopilot was doing at the time.  The driver is mostly at fault for this accident as they would have likely intervened if they weren't looking at their phone. ","2","","","","","","","","","","1","","3","","32","3","","1","40","631664e2a5d07c0ad889cf91"
"2023-10-23 12:06:34","2023-10-23 12:12:03","0","Anonymized","100","329","1","2023-10-23 12:12:04","R_2EoCX8B5yz76ZCm","","","","","Anonymized","Anonymized","anonymous","EN","1","6505afbedfdaf655c3cb53fb","2","2","2","4","","6","1","28","79","31","85","The human is ultimately responsible for the vehicle. They should not solely rely on automation to drive.","2","","","","","","","","","","1","","3","","24","4","","1","17","6505afbedfdaf655c3cb53fb"
"2023-10-23 12:05:47","2023-10-23 12:12:04","0","Anonymized","100","377","1","2023-10-23 12:12:05","R_2Ckrpxt3eh3S38C","","","","","Anonymized","Anonymized","anonymous","EN","1","5dd5d5b8f30aa6596ceebab8","2","2","2","4","","","","","","","","","","4","","","80","50","90","40","The company is responsible because they gave the human driver the belief that he did not need to monitor the copilot and the copilot failed to properly complete it's task","1","1","","3","","61","3","","1","60","5dd5d5b8f30aa6596ceebab8"
"2023-10-23 12:08:54","2023-10-23 12:12:07","0","Anonymized","100","193","1","2023-10-23 12:12:08","R_3kNUhjedM2N6QPv","","","","","Anonymized","Anonymized","anonymous","EN","1","566a17d07da0350012b3e876","2","2","2","4","5","","","29","81","50","70","I think the driver is ultimately responsible. ","2","","","","","","","","","","1","","3","","53","1","","1","20","566a17d07da0350012b3e876"
"2023-10-23 12:06:23","2023-10-23 12:12:08","0","Anonymized","100","345","1","2023-10-23 12:12:09","R_2R81Ta9ElsRgpdS","","","","","Anonymized","Anonymized","anonymous","EN","1","5d811cc6e87dc80018a8eb04","2","2","2","4","5","","","30","91","60","90","I think the human driver is liable for the accident.  The driver was at fault for a distraction with their electronic device and put too much reliability into an automated vehicle.  As a driver you need to be aware and in control of your vehicle at all times.","2","","","","","","","","","","2","","3","","35","3","","1","60","5d811cc6e87dc80018a8eb04"
"2023-10-23 12:09:40","2023-10-23 12:12:11","0","Anonymized","100","150","1","2023-10-23 12:12:12","R_3fHwruoH00frOkN","","","","","Anonymized","Anonymized","anonymous","EN","1","62b0d68496379e085ae5d793","2","2","2","4","4","","","51","60","56","66","Both are at fault","2","","","","","","","","","","2","","3","","33","1","","1","14","62b0d68496379e085ae5d793"
"2023-10-23 12:06:18","2023-10-23 12:12:14","0","Anonymized","100","355","1","2023-10-23 12:12:15","R_3s1yR42OBudKQHK","","","","","Anonymized","Anonymized","anonymous","EN","1","60fc6011bfe18980db6aec78","2","2","2","4","","5","1","70","60","80","60","I think the human overall had the responsibility of making sure traffic laws were being obeyed, but ultimately the company made claims that the car would perform on autopilot giving the driver the impression that they could look away, so the company is most responsible.","2","","","","","","","","","","2","","3","","50","4","","1","40","60fc6011bfe18980db6aec78"
"2023-10-23 12:08:32","2023-10-23 12:12:18","0","Anonymized","100","225","1","2023-10-23 12:12:18","R_3j28SiHWuPbHwJE","","","","","Anonymized","Anonymized","anonymous","EN","1","5e0d256753e8464d64940925","2","2","2","4","","","","","","","","","","","6","1","93","6","97","7","If Aeon is providing a service and that service fails to work as designed, then Aeon, the company, is liable.","1","2","","3","","56","4","","1","69","5e0d256753e8464d64940925"
"2023-10-23 12:08:19","2023-10-23 12:12:22","0","Anonymized","100","242","1","2023-10-23 12:12:22","R_3w1JtC1MjtQtvax","","","","","Anonymized","Anonymized","anonymous","EN","1","65185750126ba439e0d8ca1e","2","2","2","4","","","","","","","","","","","2","1","60","80","25","80","Copilot seems more like an assistant than a replacement for a real human's attention. The driver could have stopped if he had not looked at his phone, which is illegal. I would probably also think he signed an agreement before purchasing an car with Aeon Copilot that he would be at fault in a crash.","1","1","","2","","18","3","","1","20","65185750126ba439e0d8ca1e"
"2023-10-23 12:07:38","2023-10-23 12:12:31","0","Anonymized","100","293","1","2023-10-23 12:12:32","R_3NEsdBK2iPU7Lsh","","","","","Anonymized","Anonymized","anonymous","EN","1","57aa96584cda6e0001842142","2","2","2","4","","5","1","70","98","60","100","The company gave the driver a false sense of security, so they may have looked at their phone, while they may not have without the system,  However, in  the end the human is primarily responsible for their car.","2","","","","","","","","","","2","","3","","60","4","","1","20","57aa96584cda6e0001842142"
"2023-10-23 12:06:07","2023-10-23 12:12:31","0","Anonymized","100","384","1","2023-10-23 12:12:32","R_r3A1Npda3gOhqYV","","","","","Anonymized","Anonymized","anonymous","EN","1","600efc0ddfc7b602e6313c41","2","2","1","4","","4","1","80","70","80","75","The company is more liable because the human driver is trusting that the system will do what it is supposed to do once auto-pilot is engaged.","2","","","","","","","","","","1","","3","","37","4","","1","35","600efc0ddfc7b602e6313c41"
"2023-10-23 12:10:02","2023-10-23 12:12:34","0","Anonymized","100","151","1","2023-10-23 12:12:35","R_2dNpTK4wO09RVxn","","","","","Anonymized","Anonymized","anonymous","EN","1","5c7c3c7b896a0b00171c2302","2","2","2","4","5","","","75","75","70","100","The human driver is liable, because they were behind the wheel at the time of the accident. ","2","","","","","","","","","","1","","3","","31","3","","1","75","5c7c3c7b896a0b00171c2302"
"2023-10-23 12:07:57","2023-10-23 12:12:41","0","Anonymized","100","283","1","2023-10-23 12:12:41","R_2Ebpg5AVr6w3Akt","","","","","Anonymized","Anonymized","anonymous","EN","1","5cb5686fc591ee0014b81ae3","2","2","2","4","5","","","91","20","91","47","this happened due to a failure of machinery","2","","","","","","","","","","2","","3","","59","3","","2","21","5cb5686fc591ee0014b81ae3"
"2023-10-23 12:05:16","2023-10-23 12:12:43","0","Anonymized","100","446","1","2023-10-23 12:12:43","R_1l6n05l8i6bRafO","","","","","Anonymized","Anonymized","anonymous","EN","1","614e7ad7ff5a0d785d5e550a","2","2","2","4","","6","1","25","90","10","100","The human is responsible. They chose to purchase Aeon, but they were not monitoring it. Humans need to monitor all decisions made by an automated system, in my opinion.","2","","","","","","","","","","1","","3","","67","5","","1","80","614e7ad7ff5a0d785d5e550a"
"2023-10-23 12:08:55","2023-10-23 12:12:45","0","Anonymized","100","229","1","2023-10-23 12:12:45","R_20NzX9cq7P5Hn4o","","","","","Anonymized","Anonymized","anonymous","EN","1","5b5b6c11f5bc590001177815","2","2","1","4","5","","","85","19","70","20","The car was in control so the company would be responsible and not the driver","2","","","","","","","","","","2","","3","","50","3","","1","97","5b5b6c11f5bc590001177815"
"2023-10-23 12:11:13","2023-10-23 12:12:45","0","Anonymized","100","91","1","2023-10-23 12:12:45","R_3PHnhSYYBdSc9Ku","","","","","Anonymized","Anonymized","anonymous","EN","1","63d13bce0971871b9ff88f56","2","2","2","4","5","","","64","92","77","94","Even though the car was on autopliot, the human driver should have still been paying attention to their surroundings.","2","","","","","","","","","","2","","3","","28","4","","2","12","63d13bce0971871b9ff88f56"
"2023-10-23 12:08:18","2023-10-23 12:12:47","0","Anonymized","100","268","1","2023-10-23 12:12:48","R_2SIZJnOdhO6LdYQ","","","","","Anonymized","Anonymized","anonymous","EN","1","5dbddfb8a7b7bc306f4f5daa","2","2","2","4","5","","","50","80","50","100","The human driver would likely be responsible because the human is the owner of the car.","2","","","","","","","","","","2","","3","","43","4","","1","11","5dbddfb8a7b7bc306f4f5daa"
"2023-10-23 12:08:32","2023-10-23 12:12:55","0","Anonymized","100","263","1","2023-10-23 12:12:56","R_2ZV1D1n76jnmsuj","","","","","Anonymized","Anonymized","anonymous","EN","1","62bdadf07a2fd70b3257e791","2","2","2","4","","4","1","60","76","34","78","I would imagine that the autopilot system informs you that you must still be vigilant of the road. It all depends on what's written in the terms of agreenment etc. I think the human is still more liable because thigns could still happen. ","2","","","","","","","","","","2","","3","","31","5","","1","66","62bdadf07a2fd70b3257e791"
"2023-10-23 12:09:21","2023-10-23 12:12:55","0","Anonymized","100","214","1","2023-10-23 12:12:56","R_3345rgY3ZL3EQ7D","","","","","Anonymized","Anonymized","anonymous","EN","1","629e1394bd15f744d5933cee","2","2","2","4","","","","","","","","","","","4","1","100","28","91","28","The company is charging for a service/product that includes safety as part of the deal. The solo humna driver would've made no such deal","2","1","","3","","32","4","","1","70","629e1394bd15f744d5933cee"
"2023-10-23 12:10:01","2023-10-23 12:13:01","0","Anonymized","100","179","1","2023-10-23 12:13:02","R_217yHnrZRr95gut","","","","","Anonymized","Anonymized","anonymous","EN","1","62b068bbd9bcb120d812de65","2","2","2","4","","","","","","","","","","4","","","35","69","37","71","Even with the copilot on the human driver still should have been aware. Of they were they could have stopped at the stop sign ","1","2","","3","","28","1","","2","40","62b068bbd9bcb120d812de65"
"2023-10-23 12:06:39","2023-10-23 12:13:04","0","Anonymized","100","385","1","2023-10-23 12:13:05","R_Twq7MohjnYvg3u1","","","","","Anonymized","Anonymized","anonymous","EN","1","5fc70f3bd255c10f0b2346ba","2","2","2","4","6","","","100","40","100","41","Without knowing more about how Aeon presents itself, a company that advertises a self-driving car (with a name like autopilot) takes on the risk of its customers not engaging with the task of driving and should have technology that works accordingly. People in self-driving cars are not going to be paying the same level of attention as people actively operating a vehicle.","2","","","","","","","","","","4","nonbinary","3","","27","5","","1","50","5fc70f3bd255c10f0b2346ba"
"2023-10-23 12:08:08","2023-10-23 12:13:16","0","Anonymized","100","307","1","2023-10-23 12:13:16","R_28UJHphPn3X2XJ6","","","","","Anonymized","Anonymized","anonymous","EN","1","5de1ac810f8b6721970ab78a","2","2","2","4","","","","","","","","","","","4","1","60","39","0","100","the copilot seems to have made an error in monitoring the immediate environment. The driver ought to take some blame for trusting and emerging technology. The user agreement will make clear that the copilot is NOT liable (read the small print and DYOR!)","1","2","","3","","47","4","","1","59","5de1ac810f8b6721970ab78a"
"2023-10-23 12:08:27","2023-10-23 12:13:18","0","Anonymized","100","291","1","2023-10-23 12:13:19","R_pGGxKQMQTQeeVgd","","","","","Anonymized","Anonymized","anonymous","EN","1","62e92ac314e2c0f89236aed1","2","2","2","4","","6","1","70","10","95","29","The human was relying on the system since it was turned on. If the car is on autopilot, the human shouldn't have to feel they have to keep their eyes on the road the entire time.","2","","","","","","","","","","2","","3","","70","5","","1","20","62e92ac314e2c0f89236aed1"
"2023-10-23 12:11:17","2023-10-23 12:13:29","0","Anonymized","100","132","1","2023-10-23 12:13:30","R_3m8inhuguOJTF3T","","","","","Anonymized","Anonymized","anonymous","EN","1","646f8a859c69c3cb1d5f08c8","2","2","2","4","","","","","","","","","","","4","2","81","82","89","52","both are responsible he was stupid for trusting the auto pilot","1","1","","1","","59","4","","1","65","646f8a859c69c3cb1d5f08c8"
"2023-10-23 12:05:50","2023-10-23 12:13:32","0","Anonymized","100","462","1","2023-10-23 12:13:33","R_qUSOKPHsxlhJpQZ","","","","","Anonymized","Anonymized","anonymous","EN","1","61004e962509f21ce295df3d","2","2","2","4","","","","","","","","","","","5","1","90","60","90","65","Seeing how the driver had the system turned on, the copilot is just as responsible and even more as the person who bought this car bought it for that function that failed them. The company is more liable seeing how the car they advertised and was so confident in has caused an accident.","1","2","","2","","26","4","","1","60","61004e962509f21ce295df3d"
"2023-10-23 12:08:34","2023-10-23 12:13:35","0","Anonymized","100","300","1","2023-10-23 12:13:35","R_6G7KDdtIeCaU6Ix","","","","","Anonymized","Anonymized","anonymous","EN","1","5c794023c44ec600161822b0","2","2","2","4","","","","","","","","","","","2","1","10","95","61","96","The human driver is most liable because he has ultimate responsibility for the vehicle.  Doesn't matter if copilot was on or not, he is still the primary driver.","2","2","","3","","62","4","","1","30","5c794023c44ec600161822b0"
"2023-10-23 12:08:32","2023-10-23 12:13:36","0","Anonymized","100","303","1","2023-10-23 12:13:36","R_1eP0LIXdxeBtYKL","","","","","Anonymized","Anonymized","anonymous","EN","1","5fc6f4cff3df11159190cbef","2","2","2","4","5","","","91","91","71","99","I would say both are liable. The Auto Pilot made a bad call and that is due to programming. However the human driver should still always be paying attention in order to avoid situations like this. ","2","","","","","","","","","","4","Agender","3","","25","3","","1","58","5fc6f4cff3df11159190cbef"
"2023-10-23 12:07:14","2023-10-23 12:13:39","0","Anonymized","100","384","1","2023-10-23 12:13:39","R_1P5joNxvcMTR0Pp","","","","","Anonymized","Anonymized","anonymous","EN","1","6019bbb66e5c2815ba3728b6","2","2","2","4","","","","","","","","","","2","","","5","80","60","90","The human driver is responsible for monitoring the environment. And at #2 the company is merely assisting with the driving and is not controlling anything fully itself.","1","2","","5","","39","2","","1","30","6019bbb66e5c2815ba3728b6"
"2023-10-23 12:10:49","2023-10-23 12:13:42","0","Anonymized","100","172","1","2023-10-23 12:13:42","R_1qV4XldULF4wCPY","","","","","Anonymized","Anonymized","anonymous","EN","1","60fcbab72c9213b1ed0b891c","2","2","2","4","","","","","","","","","","","5","1","30","85","60","85","I think the human driver is more liable because he is the one who became distracted and has a responsibility to keep people safe. ","1","2","","3","","22","4","","1","40","60fcbab72c9213b1ed0b891c"
"2023-10-23 12:09:03","2023-10-23 12:13:45","0","Anonymized","100","282","1","2023-10-23 12:13:46","R_1IE0llrQXCWazEe","","","","","Anonymized","Anonymized","anonymous","EN","1","60394abb2aefd14351543a13","2","2","2","4","","4","1","100","10","100","0","If companies are going to start outsourcing the responsibilities of driving tasks then they should also be liable.","2","","","","","","","","","","1","","7","","34","5","","1","50","60394abb2aefd14351543a13"
"2023-10-23 12:10:55","2023-10-23 12:13:47","0","Anonymized","100","171","1","2023-10-23 12:13:48","R_BWiD7yjeejTvHlD","","","","","Anonymized","Anonymized","anonymous","EN","1","61009b8d84bfd7086deec45a","2","2","2","4","","6","1","80","19","82","20","Aeon is suppposed to see stop sighns and stop. HOwever the human should still pay attention at all times","2","","","","","","","","","","2","","2","","53","5","","1","35","61009b8d84bfd7086deec45a"
