"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","ic","prolific_id","att_1","att_2","comp_1","comp_2","auto_1","control_auto_10","hands_off_auto_10","watch_auto_10","nap_auto_10","comp_3","co_1","control_co_10","hands_off_co_10","watch_co_10","nap_co_10","comp_3.1","unsafe_self_10","worried_self_10","unsafe_others_10","worried_others_10","likely_others_10","likely_self_10","concern_others_10","concern_self_10","gender","gender_4_TEXT","ethnicity","ethnicity_6_TEXT","age","education","education_8_TEXT","license","ai_knowledge_1","workerID","hitID","assignmentId","TimeVehicleStopped"
"2023-12-22 06:48:33","2023-12-22 06:54:50","0","Anonymized","100","377","1","2023-12-22 06:54:51","R_10VKC0UFP1i0yL1","","","","","Anonymized","Anonymized","anonymous","EN","1","6312c4daeb7e0f890b0b6a7f","2","2","2","4","3","72","34","59","30","1","","","","","","","62","61","86","87","79","62","77","86","1","","3","","27","4","","1","67","","","","17.80"
"2023-12-22 06:48:53","2023-12-22 06:55:10","0","Anonymized","100","377","1","2023-12-22 06:55:11","R_3wGIIgtcCBKXQS4","","","","","Anonymized","Anonymized","anonymous","EN","1","631f1b608af38f654d2a3b1f","2","2","2","4","","","","","","","4","93","100","17","0","1","54","65","53","76","59","31","86","8","1","","3","","39","2","","1","64","","","","13.39"
"2023-12-22 06:48:38","2023-12-22 06:55:12","0","Anonymized","100","394","1","2023-12-22 06:55:13","R_5Hnym9JIHR4BgBj","","","","","Anonymized","Anonymized","anonymous","EN","1","637656f618065b68614915b0","2","2","2","4","","","","","","","4","15","51","10","3","1","51","82","51","85","51","51","51","51","1","","3","","65","4","","1","6","","","","17.48"
"2023-12-22 06:51:37","2023-12-22 06:55:17","0","Anonymized","100","219","1","2023-12-22 06:55:17","R_1C5JEah2zjM5zrP","","","","","Anonymized","Anonymized","anonymous","EN","1","60933328ceee4f93c6f552c3","2","2","2","4","","","","","","","3","10","30","0","0","1","92","99","100","100","90","90","90","70","2","","3","","58","3","","1","5","","","","10.56"
"2023-12-22 06:51:28","2023-12-22 06:55:21","0","Anonymized","100","233","1","2023-12-22 06:55:22","R_33TsxhHtS9KgiRz","","","","","Anonymized","Anonymized","anonymous","EN","1","5ec9112305ac273ed882f22a","2","2","2","4","","","","","","","4","40","50","40","20","1","72","73","70","66","65","70","67","74","1","","3","","38","6","","1","40","","","","18.81"
"2023-12-22 06:51:47","2023-12-22 06:55:28","0","Anonymized","100","221","1","2023-12-22 06:55:29","R_1ooPa3aTmPnmwUh","","","","","Anonymized","Anonymized","anonymous","EN","1","6234790e93ccbf5fc88ad4fe","2","2","2","4","6","12","13","100","0","1","","","","","","","61","68","55","44","43","65","60","64","2","","3","","53","4","","1","20","","","","6.45"
"2023-12-22 06:51:43","2023-12-22 06:55:36","0","Anonymized","100","233","1","2023-12-22 06:55:37","R_1wFeSacBpzm5iG6","","","","","Anonymized","Anonymized","anonymous","EN","1","651d623cbdcb675cb801bc79","2","2","2","4","","","","","","","5","60","60","51","25","2","40","82","58","51","50","51","70","41","2","","3","","27","5","","1","60","","","","9.14"
"2023-12-22 06:52:27","2023-12-22 06:55:53","0","Anonymized","100","206","1","2023-12-22 06:55:54","R_7l5brNI00xPTLXz","","","","","Anonymized","Anonymized","anonymous","EN","1","655b6d4f57ae1636c0b4f647","2","2","2","4","5","40","40","50","8","2","","","","","","","93","92","51","75","24","26","29","76","2","","3","","39","4","","1","24","","","","2.89"
"2023-12-22 06:50:50","2023-12-22 06:56:17","0","Anonymized","100","326","1","2023-12-22 06:56:18","R_7eWo24hpJj1yAJb","","","","","Anonymized","Anonymized","anonymous","EN","1","655e0b2c5ca089384a828fbf","2","1","2","4","","","","","","","4","23","100","100","0","1","100","100","100","100","100","100","100","29","2","","1","","50","2","","1","62","","","","17.92"
"2023-12-22 06:46:24","2023-12-22 06:56:42","0","Anonymized","100","617","1","2023-12-22 06:56:42","R_593Qwl7YMFR9PjU","","","","","Anonymized","Anonymized","anonymous","EN","1","6543abd612dc7fc77f466814","2","2","3","4","","","","","","","5","20","50","20","0","2","50","50","50","50","50","50","50","50","1","","3","","49","3","","1","90","","","","10.63"
"2023-12-22 06:42:47","2023-12-22 06:56:54","0","Anonymized","100","846","1","2023-12-22 06:56:55","R_5ymLwXRoqLqcZMd","","","","","Anonymized","Anonymized","anonymous","EN","1","656ab0ce93fe67884b0156ad","2","1","2","4","6","100","80","90","100","1","","","","","","","10","10","30","10","19","10","70","80","2","","1","","49","7","","1","90","","","","19.32"
"2023-12-22 06:49:34","2023-12-22 06:56:56","0","Anonymized","100","441","1","2023-12-22 06:56:56","R_6rPKimevNoUpgg6","","","","","Anonymized","Anonymized","anonymous","EN","1","5f60d31390a8c1044e775b18","2","2","2","4","","","","","","","3","100","100","0","0","1","51","19","15","92","24","51","30","19","1","","3","","59","5","","1","60","","","","11.17"
"2023-12-22 06:42:34","2023-12-22 06:57:14","0","Anonymized","100","879","1","2023-12-22 06:57:14","R_7HmZ2OYpRrXFD4x","","","","","Anonymized","Anonymized","anonymous","EN","1","651b39c5f6118bf1c880a613","2","1","2","4","6","80","80","90","100","1","","","","","","","0","10","20","10","10","20","10","20","1","","1","","51","4","","1","100","","","","17.57"
"2023-12-22 06:52:26","2023-12-22 06:57:14","0","Anonymized","100","287","1","2023-12-22 06:57:15","R_6M9FYw5iaZVgf5j","","","","","Anonymized","Anonymized","anonymous","EN","1","65465016367e03dfea318b6a","2","2","2","4","","","","","","","5","30","40","81","10","1","88","89","30","86","10","20","93","75","1","","2","","42","4","","1","71","","","","18.24"
"2023-12-22 06:50:02","2023-12-22 06:57:16","0","Anonymized","100","433","1","2023-12-22 06:57:16","R_6NDDqnRIgTmFsTN","","","","","Anonymized","Anonymized","anonymous","EN","1","62dd2f0668b37a65531fae67","2","2","1","4","2","15","3","90","0","1","","","","","","","79","76","59","77","33","79","70","72","1","","3","","40","4","","1","22","","","","9.44"
"2023-12-22 06:51:42","2023-12-22 06:57:22","0","Anonymized","100","340","1","2023-12-22 06:57:23","R_7Pbi0VHz6PQR97B","","","","","Anonymized","Anonymized","anonymous","EN","1","63ea538fb9558d21e27d41b8","2","2","2","4","","","","","","","4","0","0","0","0","1","82","79","100","100","100","80","100","81","1","","3","","42","2","","1","28","","","","9.73"
"2023-12-22 06:53:34","2023-12-22 06:57:53","0","Anonymized","100","259","1","2023-12-22 06:57:54","R_7BW1k3Adt8U1mfi","","","","","Anonymized","Anonymized","anonymous","EN","1","65368bedc6392081589c0b04","2","2","2","4","4","34","37","19","0","1","","","","","","","57","57","67","62","50","62","72","61","2","","3","","32","7","","1","4","","","","16.69"
"2023-12-22 06:52:15","2023-12-22 06:58:27","0","Anonymized","100","372","1","2023-12-22 06:58:28","R_1HoXVuQrusZnrKA","","","","","Anonymized","Anonymized","anonymous","EN","1","654ba8e50a9c4ae105a216ec","2","2","2","4","6","80","90","85","100","1","","","","","","","30","40","80","81","25","20","60","70","1","","3","","45","4","","1","80","","","","8.14"
"2023-12-22 06:54:03","2023-12-22 06:58:29","0","Anonymized","100","266","1","2023-12-22 06:58:30","R_5h7fVu5ucETet0d","","","","","Anonymized","Anonymized","anonymous","EN","1","5eb983034987d1074b5232ce","2","2","1","1","2","0","1","0","0","2","","","","","","","69","64","71","68","70","73","63","69","2","","3","","62","1","","1","74","","","","9.73"
"2023-12-22 06:53:14","2023-12-22 06:58:35","0","Anonymized","100","320","1","2023-12-22 06:58:36","R_73L4dslcMhk6Qfv","","","","","Anonymized","Anonymized","anonymous","EN","1","60f722b3a83e22a28e18860e","2","2","2","4","","","","","","","5","100","100","100","80","1","100","100","100","100","100","100","100","100","2","","3","","64","5","","1","70","","","",""
"2023-12-22 06:53:15","2023-12-22 06:58:37","0","Anonymized","100","321","1","2023-12-22 06:58:37","R_70VlRnv2TjyI4G9","","","","","Anonymized","Anonymized","anonymous","EN","1","65045b40a2dd8a23c4101be5","2","2","2","4","","","","","","","5","10","47","23","20","1","80","70","70","70","60","70","71","71","2","","3","","51","4","","1","52","","","","8.48"
"2023-12-22 06:54:31","2023-12-22 06:58:50","0","Anonymized","100","258","1","2023-12-22 06:58:50","R_7CTDVGqyX2jZhuN","","","","","Anonymized","Anonymized","anonymous","EN","1","5ef8dcdad9a3d864a1dea285","2","2","2","4","5","51","70","50","51","1","","","","","","","80","92","51","99","97","51","100","100","2","","3","","37","4","","1","51","","","","19.32"
"2023-12-22 06:55:20","2023-12-22 06:59:12","0","Anonymized","100","231","1","2023-12-22 06:59:12","R_6lz2GJoPBZvJWYj","","","","","Anonymized","Anonymized","anonymous","EN","1","6563507a7389aac2354b8a31","2","2","2","4","","","","","","","5","21","18","21","6","2","76","76","74","74","34","35","67","72","2","","1","","37","4","","1","19","","","","7.71"
"2023-12-22 06:56:50","2023-12-22 06:59:25","0","Anonymized","100","155","1","2023-12-22 06:59:26","R_6bNLOnWnBoNtyWq","","","","","Anonymized","Anonymized","anonymous","EN","1","5da46a3201beee00176bc836","2","2","2","4","","","","","","","6","20","0","0","0","1","50","100","51","100","51","50","100","100","1","","2","","31","2","","1","30","","","","18.68"
"2023-12-22 06:55:55","2023-12-22 06:59:37","0","Anonymized","100","221","1","2023-12-22 06:59:37","R_34wOtn00r0Hllth","","","","","Anonymized","Anonymized","anonymous","EN","1","6418a61944b727d9178c7327","2","2","2","4","","","","","","","4","20","60","0","0","1","70","100","100","98","74","82","71","86","2","","3","","31","4","","1","61","","","","16.56"
"2023-12-22 06:53:03","2023-12-22 06:59:41","0","Anonymized","100","398","1","2023-12-22 06:59:42","R_5KpVHgyKS4lLMeu","","","","","Anonymized","Anonymized","anonymous","EN","1","656b651a848e68e0b05432fd","2","2","2","4","4","60","80","60","30","1","","","","","","","70","80","70","80","40","40","60","70","1","","5","","39","4","","1","30","","","","17.09"
"2023-12-22 06:53:22","2023-12-22 06:59:50","0","Anonymized","100","387","1","2023-12-22 06:59:50","R_7aR5n08GWuJUyd3","","","","","Anonymized","Anonymized","anonymous","EN","1","5ec764942256df19e155432c","2","2","2","4","","","","","","","2","0","60","0","0","1","40","40","70","70","70","40","100","100","1","","3","","67","4","","1","70","","","","10.61"
"2023-12-22 06:54:49","2023-12-22 07:00:05","0","Anonymized","100","315","1","2023-12-22 07:00:05","R_5i1nA5IJnryHZkd","","","","","Anonymized","Anonymized","anonymous","EN","1","63d591da4548249893329bc1","2","2","2","4","6","100","100","100","100","1","","","","","","","50","30","50","50","30","30","70","50","2","","5","","19","3","","1","60","","","","9.49"
"2023-12-22 06:56:00","2023-12-22 07:00:28","0","Anonymized","100","268","1","2023-12-22 07:00:29","R_6CVSqH40jyt4QMU","","","","","Anonymized","Anonymized","anonymous","EN","1","5fc2a5c0ddfca10169395662","2","2","2","4","4","70","70","70","50","1","","","","","","","70","70","85","85","50","50","85","70","2","","3","","41","2","","1","50","","","","18.97"
"2023-12-22 06:54:59","2023-12-22 07:00:34","0","Anonymized","100","335","1","2023-12-22 07:00:35","R_6WHxq5rcO8kPUAV","","","","","Anonymized","Anonymized","anonymous","EN","1","65649e26fc062fd174f780eb","2","2","2","4","","","","","","","4","61","65","60","27","1","66","61","80","67","65","38","76","36","1","","3","","42","4","","1","60","","","","18.07"
"2023-12-22 06:56:50","2023-12-22 07:00:39","0","Anonymized","100","228","1","2023-12-22 07:00:39","R_1oDi7qhcfsftbkR","","","","","Anonymized","Anonymized","anonymous","EN","1","6314bc49055e150c92f4736e","2","2","2","4","","","","","","","4","72","82","74","79","1","81","79","82","79","79","75","77","84","1","","2","","34","4","","1","41","","","","8.63"
"2023-12-22 06:58:13","2023-12-22 07:00:41","0","Anonymized","100","148","1","2023-12-22 07:00:41","R_5eJj1AJhCGnucDU","","","","","Anonymized","Anonymized","anonymous","EN","1","632e4a1fa11dcc4c6557d281","2","2","2","4","6","75","81","32","0","1","","","","","","","40","63","60","77","51","40","79","77","1","","3","","22","5","","1","75","","","","17.52"
"2023-12-22 06:56:30","2023-12-22 07:00:43","0","Anonymized","100","252","1","2023-12-22 07:00:43","R_5DW7CpzrNCh9H0d","","","","","Anonymized","Anonymized","anonymous","EN","1","64f43f017c6a342448feeeb6","2","2","2","4","5","20","17","0","0","2","","","","","","","100","100","100","100","73","100","100","100","1","","3","","31","3","","1","59","","","","5.87"
"2023-12-22 06:57:37","2023-12-22 07:01:08","0","Anonymized","100","210","1","2023-12-22 07:01:09","R_1jxjrCxpmOB1EbL","","","","","Anonymized","Anonymized","anonymous","EN","1","6543b16f3b54508e4cf5c9c9","2","1","2","4","6","30","25","40","15","1","","","","","","","75","80","80","85","75","60","85","60","1","","3","","28","4","","1","10","","","","17.40"
"2023-12-22 06:55:07","2023-12-22 07:01:14","0","Anonymized","100","366","1","2023-12-22 07:01:14","R_7o6VHftOXWqUT5f","","","","","Anonymized","Anonymized","anonymous","EN","1","6562177a48308eebbb6359ea","2","1","2","4","","","","","","","6","90","75","60","40","1","25","50","10","20","25","20","15","20","1","","3","","51","4","","1","40","","","","18.06"
"2023-12-22 06:53:58","2023-12-22 07:01:22","0","Anonymized","100","444","1","2023-12-22 07:01:23","R_532tnTkPg6lL9jH","","","","","Anonymized","Anonymized","anonymous","EN","1","5825dc1f7fcbaa000134776e","2","2","2","4","","","","","","","5","22","58","15","11","1","83","78","93","86","78","68","93","91","1","","3","","64","3","","1","71","","","","18.25"
"2023-12-22 06:58:54","2023-12-22 07:01:22","0","Anonymized","100","148","1","2023-12-22 07:01:23","R_6PRjdOsJQtNW6nU","","","","","Anonymized","Anonymized","anonymous","EN","1","65328193809b5163b9a9a8c1","2","2","2","4","2","54","56","40","41","2","","","","","","","77","64","71","72","63","75","68","74","2","","2","","23","4","","1","45","","","","4.82"
"2023-12-22 06:58:29","2023-12-22 07:01:40","0","Anonymized","100","191","1","2023-12-22 07:01:41","R_61dcwRI2zrFJM3g","","","","","Anonymized","Anonymized","anonymous","EN","1","614feb250528d35115119c64","2","2","2","4","","","","","","","4","30","5","10","0","1","50","50","50","50","70","50","50","50","1","","3","","28","4","","1","10","","","","16.85"
"2023-12-22 06:58:21","2023-12-22 07:01:43","0","Anonymized","100","202","1","2023-12-22 07:01:44","R_6EteO84qUrjH0C3","","","","","Anonymized","Anonymized","anonymous","EN","1","5b98940f754b700001f0f15c","2","2","2","4","","","","","","","6","0","0","1","0","2","100","100","100","100","100","100","100","100","2","","3","","58","4","","1","30","","","","0.55"
"2023-12-22 06:49:57","2023-12-22 07:01:48","0","Anonymized","100","710","1","2023-12-22 07:01:48","R_6QsVLekt2mirpQP","","","","","Anonymized","Anonymized","anonymous","EN","1","60bc2284cfc4b7c2ab9cacdb","2","2","2","4","6","20","40","15","0","1","","","","","","","86","89","96","98","76","75","97","79","2","","3","","48","3","","1","40","","","","17.19"
"2023-12-22 06:55:36","2023-12-22 07:02:09","0","Anonymized","100","393","1","2023-12-22 07:02:09","R_5qr4wnhBJkK17To","","","","","Anonymized","Anonymized","anonymous","EN","1","5d58fecd257b370001266059","2","2","2","4","6","100","100","100","100","1","","","","","","","82","80","90","82","88","82","88","74","1","","3","","31","3","","2","62","","","","17.96"
"2023-12-22 06:55:27","2023-12-22 07:02:13","0","Anonymized","100","405","1","2023-12-22 07:02:13","R_6ieERpqsUSQ8QuJ","","","","","Anonymized","Anonymized","anonymous","EN","1","5e464df53f7dd9117a4446a8","2","2","2","4","","","","","","","4","20","5","0","0","2","50","50","100","100","50","50","100","90","1","","3","","36","3","","2","30","","","","19.34"
"2023-12-22 06:55:07","2023-12-22 07:02:13","0","Anonymized","100","425","1","2023-12-22 07:02:13","R_30ClQmh5tQwFGZr","","","","","Anonymized","Anonymized","anonymous","EN","1","63bd9e7cc0b7ddcb0b611a89","2","2","2","4","5","70","70","40","40","1","","","","","","","20","9","10","10","10","10","30","30","2","","3","","64","4","","1","30","","","","9.73"
"2023-12-22 06:52:14","2023-12-22 07:02:43","0","Anonymized","100","628","1","2023-12-22 07:02:43","R_72KML61JdAwXQA1","","","","","Anonymized","Anonymized","anonymous","EN","1","6560d66471c7af626acf47d3","2","2","2","4","2","6","11","10","2","2","","","","","","","89","81","91","89","87","84","88","85","2","","5","","42","3","","1","39","","","","10.86"
"2023-12-22 06:59:08","2023-12-22 07:02:48","0","Anonymized","100","220","1","2023-12-22 07:02:49","R_7GW8RkIq1ZF5uTD","","","","","Anonymized","Anonymized","anonymous","EN","1","5c3c7913b4f22c0001a0809c","2","2","2","4","","","","","","","4","61","61","43","29","1","55","61","73","77","71","55","73","59","1","","3","","71","1","","1","55","","","","18.08"
"2023-12-22 06:57:23","2023-12-22 07:02:59","0","Anonymized","100","336","1","2023-12-22 07:02:59","R_1gWjmIfnoS7zp8l","","","","","Anonymized","Anonymized","anonymous","EN","1","653e815427effbcf60fd50e5","2","2","2","4","6","80","80","0","0","1","","","","","","","70","90","60","80","90","50","80","71","1","","3","","57","4","","1","40","","","","17.55"
"2023-12-22 06:59:18","2023-12-22 07:03:00","0","Anonymized","100","221","1","2023-12-22 07:03:00","R_7fM1LlGdun3A1ON","","","","","Anonymized","Anonymized","anonymous","EN","1","60a48adfe091e410f4eaba34","2","2","2","4","4","73","81","76","65","1","","","","","","","77","75","74","80","89","88","86","85","1","","3","","30","4","","1","80","","","",""
"2023-12-22 06:59:52","2023-12-22 07:03:05","0","Anonymized","100","193","1","2023-12-22 07:03:06","R_7EVgj79ATDYmJEJ","","","","","Anonymized","Anonymized","anonymous","EN","1","646778f0d6b43cbeb4501454","2","2","2","4","5","85","80","70","30","1","","","","","","","100","95","90","85","60","70","75","70","3","","7","","24","1","","1","20","","","","18.21"
"2023-12-22 06:51:07","2023-12-22 07:03:07","0","Anonymized","100","719","1","2023-12-22 07:03:07","R_3tEhIRMLrJ5Wgfg","","","","","Anonymized","Anonymized","anonymous","EN","1","653b054bcce2d9aad32f6a30","2","2","1","4","","","","","","","5","40","40","30","0","2","70","70","80","80","80","50","80","70","1","","4","","25","3","","2","60","","","","8.33"
"2023-12-22 06:59:13","2023-12-22 07:03:18","0","Anonymized","100","244","1","2023-12-22 07:03:18","R_3hin3AXgOH4m9tE","","","","","Anonymized","Anonymized","anonymous","EN","1","657a89e6927fca5ef1da0e82","2","2","2","4","4","35","40","30","30","1","","","","","","","100","95","90","90","80","69","90","90","1","","5","","22","3","","1","40","","","","16.60"
"2023-12-22 06:57:28","2023-12-22 07:03:29","0","Anonymized","100","361","1","2023-12-22 07:03:30","R_6BBRmJiEjSn3cNr","","","","","Anonymized","Anonymized","anonymous","EN","1","65537db51dac576019f7457b","1","2","2","4","","","","","","","4","29","22","0","0","1","59","77","54","75","78","34","77","86","1","","3","","55","4","","1","75","","","","10.32"
"2023-12-22 06:59:11","2023-12-22 07:03:41","0","Anonymized","100","270","1","2023-12-22 07:03:41","R_6QRV3zFQ4rRauxK","","","","","Anonymized","Anonymized","anonymous","EN","1","5bfd83b1a6d6a0000158ecd5","2","2","2","4","4","80","80","100","20","1","","","","","","","70","70","70","70","70","70","70","70","2","","3","","40","4","","1","20","","","","18.27"
"2023-12-22 06:56:46","2023-12-22 07:03:42","0","Anonymized","100","416","1","2023-12-22 07:03:43","R_6scP8VPomgfLObZ","","","","","Anonymized","Anonymized","anonymous","EN","1","611689d5a961b21043be71ef","2","2","2","4","","","","","","","6","40","40","0","0","1","50","50","60","60","60","50","60","50","2","","3","","60","3","","1","20","","","","18.39"
"2023-12-22 06:58:08","2023-12-22 07:03:52","0","Anonymized","100","344","1","2023-12-22 07:03:53","R_3c1kbRFqPd646hp","","","","","Anonymized","Anonymized","anonymous","EN","1","5de90f54a48441037ac21f43","2","2","2","4","","","","","","","4","60","61","0","0","1","61","61","100","100","100","61","100","62","2","","3","","39","4","","1","51","","","","17.34"
"2023-12-22 06:56:57","2023-12-22 07:03:55","0","Anonymized","100","417","1","2023-12-22 07:03:55","R_606ka5aEM1CLRZv","","","","","Anonymized","Anonymized","anonymous","EN","1","64d50c4b3a44318d98f4f5b2","2","2","2","4","","","","","","","4","0","0","0","0","1","50","50","50","50","50","50","50","50","2","","3","","50","3","","1","25","","","","2.51"
"2023-12-22 06:54:22","2023-12-22 07:04:55","0","Anonymized","100","633","1","2023-12-22 07:04:56","R_5S7y9RP6EnmNcXk","","","","","Anonymized","Anonymized","anonymous","EN","1","654a7daa0548c389066fa3f6","2","2","2","4","5","57","57","67","73","1","","","","","","","64","62","81","91","71","71","95","69","1","","1","","39","5","","1","73","","","","18.22"
"2023-12-22 06:53:41","2023-12-22 07:05:30","0","Anonymized","100","708","1","2023-12-22 07:05:30","R_3S0qvfVmE7p3LOd","","","","","Anonymized","Anonymized","anonymous","EN","1","65609241fb7fe2a155db1a1f","2","1","3","4","4","60","69","61","15","1","","","","","","","51","65","72","43","59","68","62","49","1","","1","","43","5","","1","70","","","","10.11"
"2023-12-22 06:56:01","2023-12-22 07:05:32","0","Anonymized","100","571","1","2023-12-22 07:05:33","R_6dBhcNI8E2hsoib","","","","","Anonymized","Anonymized","anonymous","EN","1","6009f3e50438ca0e7eb03eb1","2","2","2","4","3","20","30","70","0","1","","","","","","","55","65","20","75","55","15","70","65","4","Agender","3","","23","3","","2","60","","","",""
"2023-12-22 07:01:29","2023-12-22 07:05:38","0","Anonymized","100","248","1","2023-12-22 07:05:38","R_3XQBorLZ6Otq133","","","","","Anonymized","Anonymized","anonymous","EN","1","655a2d30bcd51e704720645a","2","2","3","4","6","0","0","0","0","1","","","","","","","74","75","30","100","30","100","100","74","2","","3","","42","6","","1","14","","","","16.79"
"2023-12-22 06:56:36","2023-12-22 07:05:39","0","Anonymized","100","543","1","2023-12-22 07:05:40","R_5s5ls63AomQEYy1","","","","","Anonymized","Anonymized","anonymous","EN","1","59ed2107ae9f950001d848f6","2","2","2","4","","","","","","","2","45","8","0","0","2","93","98","100","100","100","90","100","88","2","","1","","35","1","","2","48","","","","3.94"
"2023-12-22 06:55:26","2023-12-22 07:06:02","0","Anonymized","100","636","1","2023-12-22 07:06:03","R_5lNVndX1SCTXdD3","","","","","Anonymized","Anonymized","anonymous","EN","1","655728a618181e2ef6f016cc","2","1","2","4","","","","","","","6","80","20","80","19","1","52","42","51","60","38","60","61","51","1","","1","","71","4","","1","72","","","","18.36"
"2023-12-22 07:02:36","2023-12-22 07:06:40","0","Anonymized","100","243","1","2023-12-22 07:06:41","R_1Gg1GZ6C0DTwgA6","","","","","Anonymized","Anonymized","anonymous","EN","1","607457406c1c8882f0525b15","2","2","2","4","4","53","66","53","8","1","","","","","","","51","77","88","94","98","68","81","77","2","","5","","51","4","","1","34","","","","18.56"
"2023-12-22 07:00:50","2023-12-22 07:06:42","0","Anonymized","100","351","1","2023-12-22 07:06:42","R_3gMLJFhwviowktH","","","","","Anonymized","Anonymized","anonymous","EN","1","6545224c282121819b2d88ce","2","2","2","4","","","","","","","4","25","45","33","10","1","25","50","70","85","70","40","80","50","1","","3","","43","4","","1","35","","","","17.99"
"2023-12-22 06:58:23","2023-12-22 07:06:49","0","Anonymized","100","505","1","2023-12-22 07:06:50","R_3Y5paA8TatLf5FU","","","","","Anonymized","Anonymized","anonymous","EN","1","655c02a5bea58a8fa4cc9e21","2","2","2","4","","","","","","","4","70","65","65","30","1","75","75","80","80","70","75","75","80","1","","2","","19","1","","2","40","","","","18.75"
"2023-12-22 07:04:33","2023-12-22 07:06:59","0","Anonymized","100","146","1","2023-12-22 07:06:59","R_5CdWgq1F6m9lCz1","","","","","Anonymized","Anonymized","anonymous","EN","1","607dadd7d36ac2f5d4e9d551","2","2","2","4","","","","","","","3","0","0","80","0","1","100","100","100","100","100","100","100","100","2","","3","","34","5","","1","70","","","","9.19"
"2023-12-22 07:02:42","2023-12-22 07:06:59","0","Anonymized","100","257","1","2023-12-22 07:07:00","R_7AL7IpxXEeFQr46","","","","","Anonymized","Anonymized","anonymous","EN","1","5fd66ce8aec66457ff73d743","2","2","2","4","","","","","","","2","0","0","0","0","1","100","100","100","100","100","100","100","100","2","","3","","57","1","","1","0","","","","2.73"
"2023-12-22 07:03:24","2023-12-22 07:07:13","0","Anonymized","100","228","1","2023-12-22 07:07:13","R_6LFPsJNoFpVmmqI","","","","","Anonymized","Anonymized","anonymous","EN","1","610b3eded4f5d1dcfaa28d57","2","2","2","4","","","","","","","4","92","79","80","5","1","100","100","100","100","100","100","99","100","2","","4","","22","2","","1","71","","","","17.92"
"2023-12-22 07:03:34","2023-12-22 07:07:39","0","Anonymized","100","245","1","2023-12-22 07:07:40","R_3fZs4932Ye2asm4","","","","","Anonymized","Anonymized","anonymous","EN","1","64db80772c860983ea3a7310","2","2","2","2","5","88","85","74","70","1","","","","","","","50","61","59","60","59","60","49","50","2","","1","","54","4","","1","64","","","","13.42"
"2023-12-22 07:05:15","2023-12-22 07:08:43","0","Anonymized","100","207","1","2023-12-22 07:08:43","R_67nOGRyayWFp1ip","","","","","Anonymized","Anonymized","anonymous","EN","1","654650713282e9e8d26d0b86","2","2","2","4","4","51","37","71","19","1","","","","","","","75","67","72","72","70","68","66","67","1","","3","","42","4","","1","51","","","","17.92"
"2023-12-22 06:43:24","2023-12-22 07:09:10","0","Anonymized","100","1546","1","2023-12-22 07:09:11","R_5P4PtGjGSEoBdrp","","","","","Anonymized","Anonymized","anonymous","EN","1","65747552d8f58d184dbca9fc","2","2","2","4","5","20","10","0","0","1","","","","","","","90","90","90","90","85","90","85","100","1","","3","","37","7","","1","30","","","","17.71"
"2023-12-22 06:51:23","2023-12-22 07:09:35","0","Anonymized","100","1091","1","2023-12-22 07:09:35","R_3GPRJKAET25qOGu","","","","","Anonymized","Anonymized","anonymous","EN","1","6384b97816d14b8bf1ec17aa","2","2","2","4","","","","","","","5","20","0","0","0","1","76","75","76","100","50","77","76","100","2","","3","","66","4","","1","10","","","","18.50"
"2023-12-22 07:06:43","2023-12-22 07:10:03","0","Anonymized","100","199","1","2023-12-22 07:10:03","R_1IgRTpamXaWqFgS","","","","","Anonymized","Anonymized","anonymous","EN","1","657682c4146b125e4f8d8c1d","2","2","2","4","","","","","","","4","50","50","30","30","1","60","60","61","60","60","60","60","61","1","","2","","25","4","","1","40","","","","10.32"
"2023-12-22 07:04:11","2023-12-22 07:10:06","0","Anonymized","100","354","1","2023-12-22 07:10:07","R_7kMvlAbB7AEAv6Q","","","","","Anonymized","Anonymized","anonymous","EN","1","646a74a7aadc8d532a2f34dd","2","2","2","4","","","","","","","5","40","40","0","0","2","30","20","20","20","20","20","20","10","2","","3","","49","2","","1","20","","","","9.54"
"2023-12-22 07:02:10","2023-12-22 07:10:12","0","Anonymized","100","481","1","2023-12-22 07:10:13","R_72JARwbYVJTRB2e","","","","","Anonymized","Anonymized","anonymous","EN","1","5c7c73b6f48c6d0001f6f49c","2","2","2","4","5","10","10","10","0","2","","","","","","","75","90","85","70","85","85","100","100","1","","1","","29","3","","1","25","","","","16.93"
"2023-12-22 07:03:53","2023-12-22 07:10:33","0","Anonymized","100","399","1","2023-12-22 07:10:33","R_1nMVaAaxmg2IAxP","","","","","Anonymized","Anonymized","anonymous","EN","1","655525c78fedc388a6b34b5b","2","2","2","4","","","","","","","3","0","0","30","10","2","50","50","50","50","50","50","50","50","2","","1","","35","3","","1","40","","","","9.90"
"2023-12-22 07:10:14","2023-12-22 07:10:42","0","Anonymized","100","27","1","2023-12-22 07:10:43","R_6OHnKqjLkDg13KF","","","","","Anonymized","Anonymized","anonymous","EN","1","656744679b54e0609092f26c","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
